Frame,TopLeftCornerX,TopLeftCornerY,suc,Length,Height
1288,286.5,157.5,0,138,65
1288,378.5,305.5,0,145,115
1289,0.5,211.5,1,52,64
1289,228.5,191.5,1,54,27
1290,0.5,83.5,1,29,37
1290,29.5,80.5,1,28,43
1293,24.5,55.5,0,21,33
1293,170.5,54.5,0,44,22
1294,29.5,0.5,0,177,159
1295,0.5,267.5,1,92,88
1295,48.5,274.5,0,69,56
1295,113.5,278.5,1,31,30
1295,128.5,336.5,0,72,26
1295,230.5,384.5,1,100,73
1295,345.5,323.5,0,32,21
1295,465.5,307.5,1,53,53
1295,516.5,328.5,0,37,36
1295,541.5,303.5,1,38,40
1295,642.5,330.5,0,48,25
1295,642.5,379.5,1,78,81
1295,665.5,351.5,0,55,47
1295,689.5,304.5,1,31,28
1296,438.5,32.5,1,36,31
1297,348.5,227.5,1,28,22
1297,402.5,230.5,1,36,34
1297,432.5,236.5,1,40,42
1297,518.5,271.5,0,33,30
1297,534.5,341.5,1,48,27
1297,616.5,329.5,0,88,32
1298,0.5,196.5,0,58,60
1299,0.5,186.5,0,44,35
1299,0.5,402.5,1,218,78
1299,74.5,145.5,0,39,37
1299,80.5,227.5,0,64,21
1299,200.5,208.5,0,94,60
1299,483.5,290.5,1,222,129
1300,420.5,196.5,0,28,23
1300,439.5,323.5,1,126,75
1300,507.5,220.5,1,59,32
1303,34.5,230.5,1,40,23
1304,394.5,133.5,1,31,26
1304,545.5,98.5,0,56,39
1305,647.5,8.5,0,29,29
1306,311.5,10.5,1,36,29
1307,20.5,18.5,0,45,32
1307,55.5,68.5,0,62,47
1307,97.5,62.5,0,49,44
1307,258.5,193.5,1,33,27
1307,291.5,204.5,0,45,36
1308,672.5,422.5,0,48,58
1309,474.5,400.5,1,148,56
1310,62.5,32.5,0,28,30
1310,121.5,14.5,0,81,58
1311,39.5,135.5,1,22,21
1311,110.5,129.5,0,44,49
1311,676.5,221.5,1,25,24
1314,279.5,179.5,0,132,119
1314,597.5,213.5,0,58,22
1314,656.5,155.5,1,64,106
1315,265.5,311.5,0,35,25
1316,107.5,201.5,0,65,21
1317,199.5,185.5,0,388,262
1319,8.5,39.5,0,132,90
1320,249.5,176.5,1,133,213
1320,501.5,148.5,1,115,117
1320,612.5,255.5,1,41,34
1320,637.5,422.5,1,57,58
1322,684.5,86.5,0,36,31
1323,0.5,99.5,0,38,21
1323,48.5,62.5,0,45,29
1323,55.5,40.5,1,39,22
1323,174.5,12.5,0,32,23
1323,443.5,32.5,1,27,23
1323,524.5,108.5,0,150,77
1325,172.5,92.5,1,43,48
1325,204.5,302.5,0,117,92
1325,671.5,158.5,1,49,26
1326,14.5,19.5,0,38,23
1326,126.5,67.5,1,80,37
1326,379.5,163.5,0,92,56
1326,494.5,229.5,1,55,28
1326,686.5,277.5,0,34,32
1326,689.5,238.5,1,31,32
1328,41.5,92.5,1,35,41
1328,68.5,70.5,1,41,36
1328,226.5,59.5,1,102,58
1330,271.5,216.5,1,84,21
1331,41.5,222.5,0,23,27
1331,218.5,155.5,1,37,33
1331,573.5,52.5,0,40,23
1332,611.5,35.5,0,29,24
1333,0.5,183.5,0,43,100
1333,33.5,202.5,1,37,35
1333,39.5,317.5,0,92,39
1333,539.5,312.5,0,76,21
1334,0.5,395.5,0,185,85
1336,530.5,29.5,1,107,47
1336,616.5,84.5,0,104,111
1338,7.5,73.5,1,74,51
1338,222.5,193.5,1,40,21
1339,225.5,157.5,1,36,23
1342,424.5,93.5,1,36,24
1343,519.5,266.5,0,77,21
1344,34.5,60.5,0,31,22
1344,200.5,30.5,1,26,26
1344,279.5,18.5,0,33,24
1344,334.5,72.5,0,74,23
1344,372.5,8.5,0,43,32
1346,30.5,143.5,1,120,80
1348,0.5,228.5,0,26,43
1348,493.5,194.5,0,114,29
1349,619.5,191.5,1,48,24
1349,668.5,205.5,0,52,28
1351,0.5,271.5,0,336,209
1351,14.5,88.5,1,84,47
1351,157.5,130.5,0,62,41
1351,269.5,149.5,1,31,23
1352,0.5,179.5,0,97,54
1352,260.5,135.5,0,69,48
1352,282.5,193.5,1,111,29
1352,440.5,249.5,0,116,61
1352,534.5,253.5,0,96,41
1354,29.5,145.5,0,58,44
1354,246.5,107.5,0,69,21
1354,264.5,72.5,1,34,40
1354,271.5,117.5,1,139,44
1357,347.5,163.5,1,49,23
1357,458.5,334.5,1,227,85
1357,467.5,199.5,0,39,21
1357,671.5,314.5,0,29,32
1358,33.5,289.5,0,50,28
1358,79.5,59.5,1,503,374
1358,625.5,186.5,0,95,144
1359,26.5,223.5,1,109,43
1359,229.5,233.5,0,36,25
1359,422.5,320.5,1,87,60
1359,496.5,337.5,0,55,59
1360,0.5,129.5,1,51,63
1360,0.5,241.5,0,148,63
1360,43.5,201.5,1,109,27
1360,409.5,153.5,0,119,67
1360,568.5,220.5,1,117,75
1361,34.5,67.5,0,58,29
1362,433.5,198.5,1,120,67
1362,582.5,380.5,1,138,100
1366,417.5,40.5,1,41,35
1367,64.5,82.5,1,21,21
1367,173.5,80.5,1,27,27
1367,553.5,173.5,0,61,24
1368,0.5,165.5,1,29,38
1368,412.5,70.5,0,135,96
1368,602.5,193.5,0,99,51
1368,668.5,128.5,0,52,82
1368,697.5,230.5,1,23,22
1370,0.5,141.5,0,120,34
1370,49.5,103.5,0,37,26
1370,229.5,100.5,0,54,28
1370,324.5,98.5,1,61,42
1370,453.5,158.5,0,122,29
1370,590.5,184.5,1,45,42
1371,452.5,190.5,1,40,26
1371,547.5,271.5,1,87,30
1371,569.5,179.5,1,45,26
1371,627.5,274.5,0,75,43
1372,122.5,45.5,0,24,25
1374,64.5,102.5,1,61,52
1374,383.5,59.5,0,50,21
1374,564.5,61.5,0,33,25
1374,671.5,138.5,0,45,36
1376,0.5,91.5,1,65,58
1376,186.5,336.5,0,413,144
1377,145.5,135.5,0,54,41
1377,423.5,161.5,1,26,23
1378,48.5,176.5,0,175,91
1378,240.5,90.5,0,29,24
1378,270.5,22.5,1,191,89
1378,685.5,0.5,0,35,37
1379,84.5,259.5,1,132,69
1379,391.5,188.5,0,62,36
1379,451.5,222.5,0,73,22
1379,566.5,175.5,1,65,32
1379,642.5,207.5,0,69,54
1379,667.5,178.5,0,37,28
1380,0.5,359.5,0,125,121
1380,115.5,194.5,0,44,41
1380,166.5,191.5,1,36,22
1380,177.5,125.5,1,29,44
1380,205.5,211.5,1,38,30
1380,233.5,120.5,1,34,21
1380,242.5,192.5,0,53,27
1380,254.5,85.5,0,39,26
1380,278.5,96.5,0,39,30
1380,318.5,58.5,1,48,53
1380,353.5,113.5,0,62,50
1380,461.5,0.5,1,233,178
1381,400.5,383.5,0,107,34
1381,520.5,241.5,1,25,24
1381,605.5,257.5,0,54,26
1381,614.5,202.5,1,47,36
1381,657.5,221.5,0,41,21
1382,2.5,85.5,1,29,28
1382,30.5,147.5,0,77,55
1382,213.5,24.5,1,26,21
1383,0.5,308.5,0,308,172
1384,513.5,100.5,1,55,52
1384,642.5,99.5,1,28,24
1384,676.5,85.5,1,44,32
1387,0.5,0.5,1,84,107
1387,477.5,41.5,1,47,32
1387,572.5,168.5,0,92,70
1387,667.5,116.5,1,53,48
1388,127.5,44.5,0,69,65
1388,197.5,72.5,0,34,30
1388,280.5,85.5,0,36,33
1388,416.5,148.5,1,37,28
1388,456.5,142.5,0,56,30
1388,480.5,169.5,0,84,42
1388,529.5,176.5,0,143,103
1388,656.5,256.5,1,46,30
1391,314.5,148.5,0,52,33
1391,413.5,168.5,1,94,30
1393,346.5,131.5,1,54,32
1393,445.5,131.5,1,43,32
1394,260.5,114.5,1,165,43
1398,70.5,257.5,0,67,41
1398,194.5,214.5,0,74,64
1398,358.5,186.5,1,41,39
1398,400.5,175.5,0,63,41
1400,101.5,190.5,0,47,22
1401,360.5,51.5,0,56,38
1401,534.5,66.5,1,64,34
1402,39.5,198.5,0,52,25
1402,139.5,150.5,0,38,24
1404,133.5,189.5,1,69,33
1404,212.5,145.5,0,139,107
1404,487.5,277.5,0,55,29
1404,543.5,289.5,1,59,51
1404,602.5,344.5,0,46,24
1404,689.5,386.5,1,31,27
1406,121.5,99.5,0,26,22
1406,333.5,57.5,0,77,44
1406,458.5,55.5,1,30,24
1406,572.5,51.5,0,36,22
1407,134.5,184.5,0,130,53
1407,227.5,176.5,0,61,21
1407,613.5,316.5,0,53,27
1408,123.5,28.5,1,50,39
1409,202.5,68.5,1,138,60
1409,408.5,140.5,1,60,22
1409,543.5,133.5,1,104,102
1413,351.5,262.5,0,64,22
1413,593.5,192.5,0,56,22
1415,0.5,181.5,0,100,194
1415,141.5,85.5,1,35,31
1415,176.5,78.5,0,44,50
1415,217.5,74.5,1,22,21
1415,265.5,47.5,0,90,69
1415,329.5,134.5,1,211,77
1415,436.5,61.5,0,29,21
1415,506.5,3.5,1,190,128
1417,372.5,205.5,0,63,69
1417,506.5,307.5,1,102,55
1417,544.5,251.5,0,37,38
1418,99.5,87.5,1,140,146
1418,347.5,160.5,0,128,51
1418,472.5,138.5,1,34,27
1419,570.5,241.5,1,24,22
1419,640.5,259.5,1,35,34
1419,676.5,333.5,1,44,32
1419,681.5,279.5,1,27,29
1420,168.5,433.5,0,101,25
1421,138.5,235.5,1,26,27
1421,165.5,227.5,0,75,31
1421,594.5,233.5,0,113,29
1422,40.5,295.5,0,42,22
1422,97.5,410.5,1,57,55
1422,155.5,405.5,0,88,71
1422,268.5,217.5,0,61,22
1422,352.5,74.5,0,306,230
1422,617.5,116.5,1,31,23
1425,5.5,150.5,0,26,27
1426,291.5,63.5,1,34,28
1427,1.5,214.5,1,33,28
1427,186.5,95.5,1,55,30
1427,239.5,68.5,1,55,33
1429,0.5,129.5,0,123,214
1430,640.5,242.5,0,80,33
1433,0.5,162.5,1,60,22
1433,277.5,412.5,0,443,68
1434,0.5,248.5,0,86,78
1436,186.5,44.5,0,117,72
1436,198.5,46.5,1,35,32
1436,231.5,29.5,0,52,33
1437,0.5,144.5,0,162,299
1437,242.5,270.5,1,103,110
1437,486.5,406.5,0,171,74
1441,671.5,346.5,0,26,29
1443,402.5,80.5,1,25,23
1443,535.5,96.5,0,105,54
1444,0.5,172.5,1,59,49
1444,80.5,151.5,0,58,43
1444,135.5,160.5,0,28,26
1444,237.5,158.5,1,43,26
1444,247.5,151.5,0,167,53
1444,659.5,191.5,0,56,48
1445,640.5,101.5,0,72,30
1447,384.5,243.5,0,40,25
1447,436.5,256.5,1,33,24
1451,0.5,35.5,1,94,151
1451,653.5,309.5,1,67,71
1452,515.5,202.5,1,52,28
1452,633.5,266.5,0,72,38
1454,176.5,81.5,0,46,35
1454,572.5,141.5,0,148,87
1455,217.5,80.5,1,214,79
1456,242.5,112.5,0,61,40
1457,66.5,236.5,1,38,32
1457,259.5,132.5,0,45,41
1457,343.5,120.5,1,67,24
1457,401.5,134.5,0,53,22
1457,511.5,120.5,1,39,21
1457,608.5,41.5,0,32,24
1459,379.5,153.5,1,82,51
1463,419.5,122.5,0,39,22
1464,149.5,215.5,1,37,25
1465,588.5,127.5,0,61,28
1467,64.5,0.5,1,114,37
1467,611.5,0.5,1,109,76
1468,0.5,137.5,1,114,85
1468,385.5,237.5,1,33,21
1468,492.5,288.5,1,56,31
1468,534.5,262.5,0,53,32
1468,558.5,311.5,1,100,48
1471,0.5,431.5,0,87,49
1471,73.5,275.5,0,108,30
1471,633.5,243.5,0,74,28
1471,699.5,239.5,1,21,25
1472,41.5,230.5,0,74,33
1472,49.5,156.5,0,28,27
1472,293.5,115.5,0,122,61
1472,305.5,112.5,1,26,22
1472,558.5,102.5,0,38,32
1473,339.5,215.5,1,25,22
1473,493.5,218.5,1,33,24
1473,549.5,210.5,1,38,31
1474,139.5,393.5,1,25,23
1474,326.5,294.5,0,40,36
1474,486.5,216.5,0,39,27
1475,466.5,175.5,1,27,34
1478,340.5,135.5,0,32,26
1480,103.5,158.5,0,105,55
1481,119.5,96.5,0,31,24
1481,353.5,0.5,1,49,41
1482,72.5,239.5,0,42,35
1482,163.5,241.5,0,67,31
1483,96.5,0.5,1,164,93
1484,0.5,283.5,0,177,197
1484,111.5,129.5,0,58,39
1484,124.5,256.5,1,104,49
1484,169.5,116.5,0,55,51
1484,288.5,180.5,1,32,21
1484,317.5,185.5,0,78,92
1484,578.5,342.5,0,60,43
1484,646.5,450.5,1,74,30
1485,293.5,208.5,0,140,34
1485,448.5,188.5,0,78,23
1485,475.5,100.5,0,53,53
1485,600.5,151.5,0,49,32
1486,109.5,218.5,1,67,33
1486,389.5,318.5,1,77,89
1486,526.5,198.5,1,88,46
1486,552.5,191.5,1,168,281
1488,65.5,211.5,0,25,28
1488,95.5,194.5,0,67,45
1488,141.5,256.5,0,29,25
1488,167.5,191.5,1,29,40
1488,170.5,0.5,0,550,480
1489,4.5,204.5,1,65,28
1489,100.5,193.5,0,22,21
1489,138.5,190.5,1,37,24
1490,423.5,98.5,0,169,141
1490,650.5,243.5,1,43,23
1491,184.5,362.5,0,24,30
1493,499.5,53.5,1,42,31
1495,294.5,354.5,0,67,37
1495,503.5,336.5,1,40,22
1495,601.5,341.5,0,90,40
1496,283.5,202.5,1,34,21
1497,575.5,209.5,1,76,42
1497,652.5,272.5,1,68,46
1499,688.5,187.5,1,32,30
1500,65.5,207.5,1,29,23
1500,243.5,169.5,0,35,22
1500,646.5,136.5,1,30,23
1501,453.5,168.5,0,33,24
1501,674.5,140.5,0,46,32
1502,68.5,165.5,0,29,29
1502,209.5,127.5,1,46,44
1505,29.5,136.5,0,26,21
1505,135.5,200.5,0,116,61
1505,197.5,241.5,0,37,25
1505,236.5,188.5,1,36,24
1505,402.5,217.5,0,122,81
1505,531.5,215.5,1,36,26
1505,567.5,217.5,1,35,28
1505,618.5,228.5,1,44,38
1507,338.5,17.5,1,30,21
1508,91.5,85.5,0,41,21
1508,251.5,235.5,0,65,53
1508,301.5,223.5,1,113,37
1510,46.5,131.5,0,40,60
1510,88.5,131.5,0,57,41
1510,216.5,70.5,0,36,28
1510,253.5,52.5,1,77,39
1510,405.5,8.5,0,40,30
1511,669.5,230.5,0,46,41
1515,206.5,43.5,1,81,32
1515,288.5,117.5,0,100,25
1515,383.5,82.5,0,45,39
1515,487.5,79.5,1,53,31
1515,636.5,111.5,0,66,47
1517,550.5,150.5,1,53,31
1519,560.5,300.5,0,160,110
1520,0.5,139.5,0,43,25
1522,0.5,391.5,1,63,49
1522,26.5,289.5,0,27,21
1522,259.5,253.5,0,80,29
1522,670.5,171.5,0,32,27
1524,167.5,196.5,0,44,33
1524,419.5,151.5,1,40,29
1524,460.5,149.5,1,65,21
1524,660.5,40.5,1,51,30
1525,40.5,57.5,1,62,26
1525,324.5,5.5,0,91,22
1526,571.5,70.5,0,141,191
1527,673.5,257.5,0,24,27
1529,0.5,196.5,1,65,50
1529,100.5,133.5,0,69,37
1529,161.5,98.5,1,214,155
1531,439.5,247.5,0,60,28
1533,20.5,128.5,1,98,48
1535,43.5,170.5,0,209,120
1535,489.5,178.5,1,51,36
1535,584.5,317.5,0,136,99
1535,618.5,181.5,1,35,27
1537,576.5,141.5,0,39,24
1538,0.5,382.5,1,32,46
1539,430.5,75.5,0,44,29
1539,493.5,115.5,1,66,33
1541,10.5,253.5,1,28,24
1541,84.5,414.5,1,156,66
1541,256.5,300.5,1,178,46
1542,332.5,138.5,1,63,21
1542,474.5,150.5,0,70,64
1543,223.5,85.5,1,79,54
1543,373.5,156.5,0,65,55
1543,405.5,215.5,0,63,41
1543,492.5,241.5,0,35,32
1544,98.5,13.5,1,43,36
1544,216.5,300.5,0,205,90
1544,259.5,87.5,0,28,22
1544,265.5,133.5,0,49,24
1546,86.5,113.5,1,231,166
1546,297.5,106.5,0,115,54
1546,440.5,64.5,1,170,127
1548,526.5,97.5,1,40,26
1548,564.5,89.5,1,82,79
1548,610.5,274.5,1,110,102
1550,20.5,76.5,0,47,35
1550,174.5,208.5,0,352,170
1550,480.5,215.5,1,86,30
1550,506.5,152.5,0,51,51
1553,89.5,250.5,0,163,129
1553,280.5,195.5,0,45,27
1553,409.5,153.5,1,43,21
1553,579.5,102.5,0,36,33
1553,628.5,85.5,0,83,75
1558,100.5,106.5,1,29,21
1558,290.5,91.5,0,46,28
1558,337.5,93.5,0,25,21
1558,386.5,93.5,1,44,26
1558,444.5,95.5,0,39,22
1558,478.5,88.5,1,98,44
1559,0.5,117.5,0,45,22
1559,91.5,63.5,0,36,32
1559,624.5,135.5,1,77,45
1559,678.5,99.5,0,22,24
1560,76.5,119.5,0,47,45
1560,262.5,111.5,0,40,24
1560,584.5,92.5,0,57,50
1562,612.5,122.5,1,22,23
1562,633.5,124.5,1,41,28
1563,0.5,184.5,1,100,84
1563,0.5,269.5,1,26,59
1563,95.5,171.5,0,24,24
1563,235.5,147.5,0,48,40
1563,301.5,147.5,0,34,23
1563,590.5,211.5,1,85,30
1563,690.5,172.5,0,30,28
1564,121.5,167.5,1,39,26
1565,1.5,376.5,0,61,63
1565,3.5,287.5,1,30,34
1565,63.5,266.5,0,52,50
1565,367.5,116.5,1,55,21
1568,0.5,98.5,0,28,33
1568,179.5,106.5,1,29,28
1568,344.5,188.5,0,30,25
1568,360.5,199.5,1,70,57
1568,427.5,243.5,0,46,30
1568,473.5,266.5,1,54,31
1568,539.5,274.5,1,32,29
1568,572.5,272.5,1,27,39
1568,652.5,287.5,1,54,35
1568,652.5,335.5,1,45,21
1570,181.5,192.5,0,32,21
1570,214.5,181.5,1,45,38
1570,226.5,276.5,0,59,24
1570,268.5,183.5,0,42,22
1570,560.5,127.5,0,43,31
1570,565.5,170.5,1,153,35
1571,0.5,201.5,0,38,31
1571,158.5,136.5,0,35,23
1571,236.5,222.5,0,159,51
1571,425.5,126.5,1,44,21
1571,466.5,93.5,0,82,89
1571,541.5,186.5,1,105,34
1572,327.5,20.5,1,26,26
1572,353.5,18.5,1,40,29
1572,460.5,0.5,1,57,39
1572,515.5,8.5,0,39,25
1574,0.5,88.5,0,23,21
1574,34.5,67.5,1,33,32
1574,115.5,63.5,0,46,25
1574,209.5,47.5,0,30,23
1574,316.5,27.5,0,140,56
1574,405.5,13.5,1,103,60
1575,630.5,72.5,0,90,61
1576,0.5,145.5,0,112,58
1577,88.5,103.5,1,45,24
1577,104.5,65.5,0,33,30
1577,177.5,115.5,0,78,35
1577,197.5,30.5,1,32,33
1577,258.5,59.5,0,81,22
1577,439.5,0.5,1,69,30
1577,655.5,0.5,0,65,27
1579,50.5,223.5,0,46,49
1579,140.5,176.5,1,31,31
1579,318.5,105.5,0,34,29
1580,0.5,192.5,0,25,68
1581,184.5,153.5,0,119,33
1581,290.5,119.5,0,41,22
1582,534.5,279.5,1,44,49
1583,124.5,146.5,1,34,26
1583,137.5,95.5,1,66,46
1584,0.5,105.5,1,430,316
1585,0.5,403.5,0,38,24
1585,112.5,229.5,0,111,79
1585,576.5,207.5,0,25,23
1585,666.5,205.5,1,32,22
1589,88.5,325.5,0,34,36
1589,136.5,259.5,1,42,53
1589,142.5,206.5,0,26,33
1589,209.5,171.5,1,60,74
1589,312.5,98.5,0,30,30
1589,325.5,170.5,1,59,56
1589,331.5,134.5,0,23,25
1589,352.5,128.5,1,23,24
1589,414.5,153.5,0,24,21
1589,472.5,80.5,1,25,27
1589,501.5,51.5,0,26,23
1590,438.5,257.5,1,282,223
1591,3.5,185.5,1,21,27
1592,26.5,413.5,1,30,30
1592,71.5,388.5,1,24,24
1592,98.5,425.5,1,61,31
1592,160.5,367.5,0,32,23
1592,211.5,393.5,1,72,41
1592,261.5,349.5,0,47,44
1592,333.5,307.5,0,49,33
1592,436.5,249.5,0,43,33
1593,258.5,138.5,1,36,30
1595,84.5,216.5,0,51,24
1595,151.5,195.5,0,68,51
1595,463.5,49.5,0,31,24
1595,557.5,78.5,1,65,26
1595,606.5,0.5,0,114,223
1597,0.5,213.5,1,96,72
1597,255.5,210.5,1,172,73
1598,670.5,340.5,1,50,61
1600,453.5,191.5,1,91,33
1601,312.5,74.5,0,35,25
1601,328.5,40.5,0,38,37
1601,379.5,106.5,1,39,23
1601,555.5,215.5,0,35,27
1601,662.5,272.5,0,24,30
1603,0.5,307.5,0,272,173
1604,559.5,260.5,1,115,56
1605,495.5,23.5,0,184,198
1606,0.5,122.5,0,37,46
1607,371.5,347.5,1,349,133
1607,518.5,232.5,0,81,23
1609,190.5,299.5,0,62,22
1610,0.5,228.5,1,39,25
1610,45.5,196.5,0,33,21
1610,86.5,186.5,1,59,32
1610,179.5,192.5,0,40,23
1612,69.5,423.5,0,287,57
1612,595.5,361.5,1,81,22
1612,659.5,412.5,0,61,53
1612,691.5,293.5,0,29,27
1613,60.5,0.5,0,46,25
1616,0.5,319.5,0,35,33
1617,79.5,119.5,1,23,26
1619,0.5,113.5,1,114,25
1619,96.5,124.5,1,141,66
1621,375.5,72.5,1,28,26
1621,464.5,75.5,0,38,34
1621,693.5,113.5,0,27,55
1624,4.5,206.5,0,63,23
1624,74.5,144.5,1,108,82
1624,180.5,217.5,0,173,41
1625,76.5,370.5,1,228,110
1625,301.5,194.5,0,31,31
1627,0.5,381.5,1,53,87
1627,195.5,197.5,0,63,36
1627,535.5,16.5,1,42,26
1627,561.5,24.5,0,78,23
1630,201.5,32.5,1,89,38
1630,320.5,26.5,0,71,27
1630,481.5,51.5,1,63,42
1630,652.5,71.5,0,48,53
1631,272.5,166.5,1,22,21
1631,303.5,216.5,1,41,24
1631,331.5,143.5,1,44,49
1631,462.5,245.5,1,104,75
1631,635.5,171.5,1,63,54
1632,42.5,116.5,0,65,38
1632,191.5,85.5,1,46,24
1632,238.5,58.5,0,73,51
1632,247.5,119.5,0,183,55
1632,298.5,53.5,0,56,34
1632,332.5,56.5,1,80,52
1632,425.5,81.5,0,63,63
1632,597.5,51.5,0,64,50
1632,687.5,77.5,0,33,27
1633,470.5,52.5,1,28,22
1634,0.5,446.5,0,138,34
1634,277.5,240.5,1,95,85
1634,369.5,265.5,1,32,33
1634,583.5,211.5,1,137,146
1635,572.5,186.5,1,73,52
1636,10.5,182.5,0,53,34
1636,61.5,170.5,0,44,26
1636,106.5,161.5,1,42,30
1636,145.5,146.5,0,91,29
1636,154.5,244.5,0,43,21
1636,237.5,131.5,0,150,32
1636,416.5,81.5,1,22,24
1636,453.5,67.5,0,182,131
1636,528.5,323.5,0,185,67
1636,586.5,91.5,1,50,42
1636,625.5,204.5,0,78,67
1640,477.5,12.5,0,55,52
1641,33.5,228.5,1,80,42
1641,114.5,228.5,0,94,44
1641,148.5,158.5,1,39,31
1641,540.5,252.5,0,33,23
1641,642.5,272.5,0,39,39
1643,352.5,183.5,1,28,24
1643,533.5,253.5,0,116,38
1645,195.5,227.5,0,241,113
1645,443.5,80.5,0,128,138
1645,564.5,98.5,0,43,33
1645,654.5,110.5,1,40,37
1646,516.5,98.5,1,35,25
1647,0.5,184.5,1,98,119
1647,371.5,361.5,1,130,43
1647,524.5,336.5,0,71,73
1647,662.5,367.5,0,26,25
1649,14.5,265.5,0,102,28
1649,288.5,219.5,1,114,86
1649,615.5,222.5,0,25,39
1649,631.5,280.5,1,87,46
1651,555.5,125.5,0,45,26
1652,0.5,76.5,1,35,28
1652,394.5,190.5,0,247,125
1652,568.5,118.5,1,41,21
1654,240.5,142.5,0,87,21
1654,515.5,421.5,1,146,59
1654,610.5,175.5,0,29,26
1654,636.5,184.5,1,32,34
1655,0.5,147.5,0,97,105
1655,0.5,410.5,1,255,70
1655,74.5,241.5,1,210,176
1655,563.5,157.5,1,52,32
1655,579.5,117.5,1,141,303
1655,586.5,421.5,1,134,59
1655,587.5,110.5,0,47,39
1655,647.5,127.5,1,32,22
1657,0.5,298.5,0,79,50
1662,479.5,159.5,0,50,28
1663,482.5,82.5,0,53,45
1664,5.5,391.5,1,161,89
1664,166.5,363.5,0,116,82
1664,573.5,155.5,0,147,46
1665,0.5,50.5,0,40,25
1666,80.5,111.5,1,71,33
1666,228.5,128.5,0,37,24
1666,308.5,128.5,1,83,35
1666,500.5,158.5,1,69,56
1666,613.5,236.5,1,81,37
1668,225.5,176.5,1,39,42
1669,0.5,353.5,0,43,27
1669,218.5,265.5,0,91,25
1671,0.5,184.5,1,24,38
1671,0.5,238.5,0,122,33
1672,12.5,374.5,0,90,33
1672,129.5,320.5,0,37,41
1672,158.5,304.5,1,46,48
1672,217.5,334.5,0,125,42
1672,285.5,295.5,0,34,22
1672,294.5,274.5,1,30,22
1672,531.5,260.5,0,92,21
1672,623.5,197.5,0,97,77
1673,297.5,36.5,1,82,64
1673,347.5,104.5,0,68,25
1673,638.5,272.5,1,66,23
1675,316.5,151.5,0,201,154
1675,415.5,41.5,0,147,109
1675,532.5,0.5,1,36,27
1675,575.5,0.5,0,41,22
1676,308.5,0.5,0,27,22
1679,31.5,5.5,0,66,47
1679,252.5,32.5,0,69,21
1679,336.5,150.5,1,255,106
1680,0.5,155.5,1,35,36
1680,172.5,166.5,1,142,80
1682,615.5,270.5,1,69,21
1683,538.5,138.5,0,62,25
1683,582.5,121.5,0,52,35
1684,2.5,434.5,0,198,46
1684,21.5,265.5,1,64,31
1684,117.5,320.5,0,53,44
1684,130.5,213.5,1,62,58
1684,155.5,274.5,0,114,71
1684,204.5,213.5,1,26,30
1684,247.5,307.5,0,72,30
1684,300.5,185.5,1,50,27
1684,329.5,158.5,0,37,28
1684,363.5,134.5,1,64,50
1684,392.5,261.5,0,65,71
1684,457.5,98.5,1,155,110
1684,475.5,216.5,0,70,56
1685,31.5,179.5,1,150,58
1685,182.5,184.5,1,150,49
1685,265.5,95.5,1,26,21
1685,360.5,109.5,1,76,45
1686,257.5,167.5,1,275,142
1687,644.5,81.5,0,40,47
1691,32.5,285.5,1,32,21
1691,153.5,280.5,0,81,28
1691,184.5,248.5,0,34,26
1691,517.5,243.5,0,27,47
1694,80.5,138.5,1,92,34
1694,135.5,83.5,0,30,28
1694,153.5,135.5,0,194,151
1694,226.5,315.5,0,40,25
1694,254.5,291.5,1,283,168
1694,355.5,181.5,0,82,52
1694,432.5,232.5,1,74,37
1694,494.5,238.5,1,24,28
1694,688.5,326.5,1,32,23
1697,0.5,285.5,1,88,83
1697,3.5,230.5,0,79,44
1697,317.5,289.5,0,64,31
1698,0.5,110.5,1,28,114
1698,8.5,87.5,0,97,52
1698,8.5,275.5,0,22,23
1698,117.5,0.5,0,276,115
1698,325.5,86.5,1,162,65
1698,484.5,91.5,0,63,41
1698,602.5,10.5,0,73,63
1698,655.5,53.5,1,65,52
1699,0.5,51.5,0,23,68
1699,0.5,116.5,0,44,46
1699,122.5,155.5,1,55,42
1699,428.5,258.5,0,66,62
1699,539.5,295.5,1,27,50
1699,603.5,418.5,0,23,33
1700,252.5,202.5,0,52,26
1701,432.5,162.5,1,36,41
1701,494.5,180.5,0,41,30
1701,540.5,167.5,0,71,26
1701,634.5,144.5,0,64,40
1703,117.5,289.5,0,110,35
1704,520.5,31.5,1,111,109
1705,512.5,118.5,1,118,21
1706,18.5,163.5,1,23,22
1707,0.5,86.5,1,122,116
1707,369.5,100.5,0,88,42
1707,458.5,18.5,0,167,143
1707,626.5,120.5,0,68,50
1708,489.5,42.5,1,41,33
1708,636.5,122.5,0,84,33
1709,361.5,400.5,1,140,53
1709,489.5,344.5,0,119,98
1709,658.5,116.5,1,62,41
1710,22.5,248.5,0,38,24
1710,119.5,223.5,1,35,23
1710,312.5,105.5,0,50,55
1710,360.5,61.5,1,114,99
1710,499.5,75.5,0,34,30
1711,308.5,11.5,1,47,30
1711,382.5,27.5,0,50,39
1711,431.5,53.5,1,28,30
1714,174.5,188.5,1,32,21
1714,193.5,237.5,1,56,32
1714,375.5,227.5,1,49,35
1715,453.5,0.5,1,30,25
1718,0.5,0.5,0,126,189
1718,0.5,188.5,1,28,34
